ID,Jenis_Kelamin,Produk,Durasi_Produk,Informasional,Durasi_Informasional,Administratif,Durasi_Administratif,Login,Promo_Klik,Favorit_Klik,Favorit_Tambah,Keranjang_Klik,Keranjang_Tambah,Rate_Pentalan,Rate_Keluar,Nilai_Halaman,Bulan,Hari_Spesial,Akhir_Pekan,Wilayah,Browser,Jenis_Traffic,Tipe_Pengunjung,Checkout
6ba9504f-6730-4f2e-87c1-c32abfd41b92,P,21,825.0833332999998,0,0.0,2,47.0,1,0,0,0,0,0,0.0,0.009090909,10.7929507,Mar,0.0,False,Europe,"Mozilla/5.0 (iPod; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/95.0.4638.50 Mobile/15E148 Safari/604.1",Organic Google,New_Visitor,True
79c81021-b2dc-4a9e-8268-ea7aa98cd67e,P,31,2013.595238,2,41.0,5,134.9285714,1,0,1,0,0,1,0.0,0.014141414,8.482727273,Mar,0.0,False,Asia,"Mozilla/5.0 (Linux; Android 10) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36",Organic Google,Returning_Visitor,True
5a65ecfe-3445-4083-b416-9911e782419a,P,57,851.6426534,1,40.66666667,2,45.44444444,1,1,1,1,0,1,0.0,0.007923497,3.077836066,Mar,0.0,True,South America,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36 EdgA/93.0.961.80",Social Media Instagram,Returning_Visitor,True
b27555e0-14e7-4efe-bffb-30ecccbab7de,P,24,879.9090909,4,345.0,1,72.66666667,1,1,1,1,1,0,0.0,0.035897436,6.482798269,Mar,0.0,False,Asia,"Mozilla/5.0 (Windows Mobile 10; Android 10.0; Microsoft; Lumia 950XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Mobile Safari/537.36 Edge/40.15254.603",Social Media Instagram,Returning_Visitor,True
4d4cd709-3883-4abd-919b-e7d11345943a,P,56,1432.223333,0,0.0,5,100.9166667,1,0,0,0,0,0,0.0,0.002185792,69.43043195,Mar,0.0,True,South America,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36",Paid Media Instagram,Returning_Visitor,True
6a356045-4272-4aa6-b730-f03aee0ac5dd,P,45,1545.5,1,29.5,3,49.5,1,1,1,0,0,1,0.0,0.004,20.97144,Mar,0.0,True,South America,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 Edg/91.0.864.59",Paid Media Tiktok,Returning_Visitor,True
33c0778e-3c48-4b4d-837f-e590a7256da6,L,28,672.5452381,0,0.0,6,96.85714286,1,1,0,0,0,0,0.0,0.020707071,19.71468924,Mar,0.0,False,Europe,"Mozilla/5.0 (Macintosh; Intel Mac OS X 12_0_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15",Social Media Facebook,Returning_Visitor,True
22da7a20-72e7-4267-9f52-37d497a105b3,P,64,3179.354257,4,116.0,19,402.1857143,1,1,0,0,1,0,0.002531646,0.016289934,4.642,Mar,0.0,False,Europe,"Mozilla/5.0 (X11; CrOS x86_64 8172.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.64 Safari/537.36",Organic Google,Returning_Visitor,True
b7a58b8d-2889-4175-9143-c35c1f4b9bb1,P,69,5485.105556,4,407.0,4,359.3,1,1,0,1,1,1,0.010526316,0.017493734,4.4947412280000005,Mar,0.0,True,Europe,"Mozilla/5.0 (iPad; CPU OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1",Social Media Instagram,Returning_Visitor,True
5ef47246-98ea-4bd2-90f7-a75405377437,L,82,3214.020563,1,81.0,0,0.0,1,1,1,1,1,1,0.0,0.007723577,4.667079268,Mar,0.0,False,Europe,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36 Vivaldi/4.3",Social Media Facebook,Returning_Visitor,True
89f06789-a5c6-43c0-af1a-0680126c6888,P,50,1803.768849,0,0.0,0,0.0,1,0,0,1,0,0,0.001360544,0.017428305,3.609398514,Mar,0.0,True,North America,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36 Edg/95.0.1020.40",Paid Media Instagram,Returning_Visitor,True
0519844c-d1c3-424a-90e5-e7649f56d9d3,P,28,952.2857143,0,0.0,6,171.08333330000005,1,0,0,0,1,1,0.0,0.013333333,52.10818182,Mar,0.0,False,North America,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/95.0.4638.50 Mobile/15E148 Safari/604.1Mozilla/5.0 (iPad; CPU OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/95.0.4638.50 Mobile/15E148 Safari/604.1",Organic Google,Returning_Visitor,True
a317a7f9-f88f-4091-80ad-1fd01f82547b,L,14,510.5,0,0.0,0,0.0,1,1,1,1,0,0,0.0,0.015384615,31.3094364,Mar,0.0,False,North America,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Organic Google,New_Visitor,True
494f68b2-42e2-4af7-aa3c-626a25e52f15,P,49,2302.0212420000007,3,298.0,6,262.25,1,1,1,1,1,1,0.00030864200000000003,0.026591844,43.3616369,Mar,0.0,False,North America,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1",Organic Google,Returning_Visitor,True
0e5dec1f-5ff9-4fee-b2b7-055c665029dd,L,83,2503.881781,2,235.55,6,437.39130430000006,1,1,0,1,1,1,0.002197802,0.004916136,2.086218493,Mar,0.0,False,South America,"Mozilla/5.0 (Linux; Android 10) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36",Organic Google,Returning_Visitor,True
d6c7993d-6919-447b-af43-22ff5254032a,L,23,505.58333330000005,0,0.0,3,16.33333333,1,1,0,1,1,0,0.008,0.03,9.15008,Mar,0.0,False,North America,"Mozilla/5.0 (Macintosh; Intel Mac OS X 12_0_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15",Organic Google,Returning_Visitor,True
b7a0da9d-01b8-43df-b612-34c5e9ae1845,L,17,490.0,1,17.0,4,15.0,1,0,1,0,0,0,0.0,0.027272727000000004,15.66445171,Mar,0.0,False,Asia,"Mozilla/5.0 (X11; CrOS x86_64 8172.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.64 Safari/537.36",Social Media Facebook,Returning_Visitor,True
c0ac391c-fc75-4b4e-8d33-060a8c68d6db,P,53,893.5111111,2,26.0,3,74.0,1,1,0,1,1,0,0.003571429,0.005357143000000001,44.61199852,Mar,0.0,True,Asia,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Mobile/15E148 Safari/604.1",Referral Forum,Returning_Visitor,True
fe0c168d-4a84-427b-af66-fc57fe7ab944,P,42,1981.016667,6,336.5,7,301.7,1,1,1,1,1,1,0.005660376999999999,0.021383648,13.00183962,Mar,0.0,True,Europe,"Mozilla/5.0 (Macintosh; Intel Mac OS X 12_0_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15",Organic Google,Returning_Visitor,True
c55fa04a-3944-4638-ab44-4b9124636504,P,22,1310.5,0,0.0,0,0.0,1,1,1,1,1,0,0.00952381,0.028571429,23.86359286,Mar,0.0,False,North America,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",Social Media Instagram,Returning_Visitor,True
b34d78e5-b20d-4d66-8d15-769d712ed1c4,P,35,502.54761900000005,0,0.0,5,117.8333333,1,0,0,0,1,1,0.01025641,0.036923077,3.148615385,Mar,0.0,False,Europe,"Mozilla/5.0 (X11; CrOS x86_64 8172.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.64 Safari/537.36",Organic Google,Returning_Visitor,True
74b169d0-9d39-40c1-8f6a-b98a299331da,P,27,1433.916667,1,13.0,4,64.33333333,1,1,0,1,1,0,0.0,0.018226601,3.691344828,Mar,0.0,False,North America,"Mozilla/5.0 (Windows Mobile 10; Android 10.0; Microsoft; Lumia 950XL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Mobile Safari/537.36 Edge/40.15254.603",Paid Media Tiktok,New_Visitor,True
b05945dd-e4d6-418c-bad8-e5de031fccc9,L,52,4699.277778,4,384.0,8,492.4166667,1,1,0,1,1,1,0.007258065,0.018233487,11.1076505,Mar,0.0,False,North America,"Mozilla/5.0 (X11; CrOS x86_64 8172.45.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.64 Safari/537.36",Organic Google,Returning_Visitor,True
cfd5ac85-dbea-4d53-a3d9-f8c7d0b1facb,P,8,349.5,0,0.0,0,0.0,1,1,0,1,0,0,0.0,0.028571429,25.188,Mar,0.0,False,North America,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Paid Media Tiktok,New_Visitor,True
7e388624-6ce3-4be6-be59-898068044a3e,L,21,696.6666667000002,0,0.0,6,352.5,1,0,1,0,1,1,0.0,0.0125,75.06781572,Mar,0.0,True,Australia,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",Social Media Facebook,New_Visitor,True
